36944,1483228901,121.6926667,27.3639667
36944,1483229100,121.692010442,27.3612916362
36944,1483229400,121.690927287,27.3573361686
36944,1483229700,121.689759781,27.3534621501
36944,1483230000,121.689255091,27.3491583063
36944,1483230300,121.689076998,27.3446993845
36944,1483230600,121.688871039,27.3402697157
36944,1483230900,121.688278667,27.336141724
36944,1483231200,121.68807891,27.3318178201
36944,1483231500,121.687654591,27.3276220047
36944,1483231800,121.686933935,27.3235925989
36944,1483232100,121.68565138,27.3200368598
36944,1483232400,121.685495556,27.3157050419
36944,1483232700,121.685566465,27.3112553059
36944,1483233000,121.686481907,27.3066045825
36944,1483233300,121.686975916,27.3022204859
36944,1483233600,121.687731903,27.2976464833
36944,1483233900,121.686573982,27.2939674973
36944,1483234200,121.685085213,27.2906744827
36944,1483234500,121.685528998,27.2862006752
36944,1483234800,121.685458925,27.281911523
36944,1483235100,121.685376923,27.2777843497
36944,1483235400,121.685825113,27.2732820419
36944,1483235700,121.685301652,27.2692509531
36944,1483236000,121.68536567,27.2650904047
36944,1483236300,121.685271278,27.2608907401
36944,1483236600,121.685210588,27.2567012418
36944,1483236900,121.685049216,27.2525662427
36944,1483237200,121.684893672,27.2484783681
36944,1483237500,121.684550559,27.244456084
36944,1483237800,121.684232901,27.2404058254
36944,1483238100,121.683665857,27.2365451083
36944,1483238400,121.683575349,27.2323871506
36944,1483238700,121.683382108,27.228369963
36944,1483239000,121.682863143,27.224521573
36944,1483239300,121.682310669,27.2206790655
36944,1483239600,121.681561344,27.2170522036
36944,1483239900,121.680978662,27.2132038008
36944,1483240200,121.680637336,27.2091617861
36944,1483240500,121.680531593,27.2050583417
36944,1483240800,121.679254829,27.2017947298
36944,1483241100,121.677478553,27.198997456
36944,1483241400,121.675170863,27.1966177832
36944,1483241700,121.673067484,27.1940191108
36944,1483242000,121.671014665,27.1910919433
36944,1483242300,121.670515028,27.1867044309
36944,1483242600,121.670285484,27.1824381608
36944,1483242900,121.670205365,27.1784003819
36944,1483243200,121.669992948,27.1745048109
36944,1483243500,121.671416499,27.1701823357
36944,1483243800,121.67420225,27.1657827274
36944,1483244100,121.675124711,27.1618062434
36944,1483244400,121.674993288,27.158058472
36944,1483244700,121.674747308,27.1543695954
36944,1483245000,121.674036658,27.1508273091
36944,1483245300,121.673957106,27.1470505176
36944,1483245600,121.6733277,27.1432569433
36944,1483245900,121.673169459,27.1395891016
36944,1483246200,121.672721712,27.1356527354
36944,1483246500,121.67147862,27.1323874198
36944,1483246800,121.669601536,27.1296472843
36944,1483247100,121.668488255,27.1264056831
36944,1483247400,121.6681527,27.1251295481
36944,1483247700,121.668167416,27.1242180439
36944,1483248000,121.667858674,27.1232684758
