40180,1483229301,123.5391,26.94515
40180,1483229400,123.539031316,26.9444806588
40180,1483229700,123.538977247,26.9424104995
40180,1483230000,123.539154854,26.9402774034
40180,1483230300,123.539551757,26.9380861032
40180,1483230600,123.539994443,26.9359029263
40180,1483230900,123.540441026,26.9337402081
40180,1483231200,123.541044204,26.9314995424
40180,1483231500,123.541837833,26.9291603747
40180,1483231800,123.542738682,26.926789536
40180,1483232100,123.543720937,26.9244056843
40180,1483232400,123.544747757,26.9220176757
40180,1483232700,123.545807911,26.9196236655
40180,1483233000,123.546884319,26.917182583
40180,1483233300,123.547974343,26.9146879849
40180,1483233600,123.54909491,26.9121796411
40180,1483233900,123.550247829,26.9096593074
40180,1483234200,123.551410532,26.9070510716
40180,1483234500,123.552572644,26.904343078
40180,1483234800,123.553680135,26.901606719
40180,1483235100,123.554710975,26.8988601222
40180,1483235400,123.555590545,26.8960871829
40180,1483235700,123.556319897,26.8932885156
40180,1483236000,123.557064988,26.8905030134
40180,1483236300,123.557843241,26.8877306557
40180,1483236600,123.558513411,26.8849067028
40180,1483236900,123.559019708,26.882015404
40180,1483237200,123.559167916,26.8790407692
40180,1483237500,123.558939113,26.8759990304
40180,1483237800,123.558481275,26.8730300064
40180,1483238100,123.557839475,26.8701543979
40180,1483238400,123.557123675,26.8673245148
40180,1483238700,123.556359077,26.8645310792
40180,1483239000,123.55557368,26.8617730008
40180,1483239300,123.554772674,26.859054359
40180,1483239600,123.553956106,26.8564032025
40180,1483239900,123.55312947,26.8538157149
40180,1483240200,123.552327732,26.8512351063
40180,1483240500,123.55154881,26.8486492884
40180,1483240800,123.550742089,26.8460457496
40180,1483241100,123.549889704,26.843434057
40180,1483241400,123.548936815,26.8408834496
40180,1483241700,123.54789157,26.8384030083
40180,1483242000,123.546852947,26.8359794395
40180,1483242300,123.545799084,26.8336169775
40180,1483242600,123.544518171,26.8313513599
40180,1483242900,123.54298442,26.8291743836
40180,1483243200,123.541237302,26.8270106794
40180,1483243500,123.539365442,26.8249848799
40180,1483243800,123.537815335,26.823832055
40180,1483244100,123.536616465,26.8235526753
40180,1483244400,123.535571327,26.8235668427
40180,1483244700,123.534666581,26.8237426193
40180,1483245000,123.533984255,26.8238323663
40180,1483245300,123.533453612,26.8237914393
40180,1483245600,123.532650338,26.8235754997
40180,1483245900,123.531587375,26.8232316841
40180,1483246200,123.53062742,26.8230255911
40180,1483246500,123.529690453,26.8229421107
40180,1483246800,123.528136461,26.8227274888
40180,1483247100,123.526212441,26.8223304908
40180,1483247400,123.525557206,26.8216682974
40180,1483247700,123.525983557,26.8211942628
40180,1483248000,123.525125709,26.8236044612
40180,1483248300,123.523383406,26.8289345083
40180,1483248600,123.524949278,26.8350430306
40180,1483248900,123.529577467,26.8416948155
40180,1483249200,123.533633083,26.8492361348
40180,1483249500,123.536875626,26.857537671
40180,1483249800,123.539962412,26.8659184428
40180,1483250100,123.542744602,26.8744242509
40180,1483250400,123.544354471,26.8835241491
40180,1483250700,123.545141291,26.8930672911
40180,1483251000,123.546804111,26.9022822407
40180,1483251300,123.549408752,26.9112108065
40180,1483251600,123.552565296,26.9202995924
40180,1483251900,123.55590756,26.9286353089
40180,1483252200,123.558234914,26.9327274489
40180,1483252500,123.55969402,26.9337538818
40180,1483252800,123.561201035,26.937058219
40180,1483253100,123.562462386,26.9421388312
40180,1483253400,123.562172038,26.9455962483
