33042,1483228832,124.50835,27.4669167
33042,1483229100,124.50849913,27.4684599257
33042,1483229400,124.508401206,27.4674465927
33042,1483229700,124.5080235,27.4635380226
33042,1483230000,124.507561971,27.4585843187
33042,1483230300,124.507345376,27.4556893325
33042,1483230600,124.507286202,27.4537855186
33042,1483230900,124.507259559,27.4513686419
33042,1483231200,124.507221617,27.4487067647
33042,1483231500,124.507116321,27.4461585111
33042,1483231800,124.506973383,27.4436364505
33042,1483232100,124.506830047,27.4410299809
33042,1483232400,124.506795745,27.4382832303
33042,1483232700,124.507001467,27.4353296374
33042,1483233000,124.507631434,27.4321542749
33042,1483233300,124.508901942,27.4287397479
33042,1483233600,124.510035616,27.4254694413
33042,1483233900,124.510157772,27.4227745674
33042,1483234200,124.509841011,27.4202790533
33042,1483234500,124.509730153,27.4175595293
33042,1483234800,124.509700578,27.4147772456
33042,1483235100,124.509615084,27.4121093489
33042,1483235400,124.509550099,27.4094020151
33042,1483235700,124.509584699,27.4064961436
33042,1483236000,124.509667514,27.4034865571
33042,1483236300,124.509747497,27.400467469
33042,1483236600,124.509715303,27.3975383269
33042,1483236900,124.509465875,27.3947946756
33042,1483237200,124.509125677,27.3921204545
33042,1483237500,124.508813139,27.3894069478
33042,1483237800,124.508597732,27.3865160178
33042,1483238100,124.508543616,27.3833202023
33042,1483238400,124.508604489,27.3800319689
33042,1483238700,124.508739165,27.3768390163
33042,1483239000,124.508798406,27.3737338303
33042,1483239300,124.508657489,27.3707097797
33042,1483239600,124.50862364,27.3676064732
33042,1483239900,124.508951512,27.3642911379
33042,1483240200,124.509070558,27.3611184402
33042,1483240500,124.508527732,27.3583697226
33042,1483240800,124.507914856,27.3556178516
33042,1483241100,124.507677557,27.3525402518
33042,1483241400,124.507407344,27.349211502
33042,1483241700,124.506794206,27.345696269
33042,1483242000,124.506410047,27.3436699848
33042,1483242300,124.506687238,27.3443980166
33042,1483242600,124.506402535,27.343691594
33042,1483242900,124.504545581,27.3380904062
33042,1483243200,124.50247676,27.3320750758
33042,1483243500,124.501275896,27.3292007908
33042,1483243800,124.500281894,27.3271621591
33042,1483244100,124.499065854,27.3244591803
33042,1483244400,124.497952873,27.3218608981
33042,1483244700,124.497153623,27.3198567057
33042,1483245000,124.497022279,27.3181565895
33042,1483245300,124.497782879,27.3165588054
33042,1483245600,124.497719432,27.3150418981
33042,1483245900,124.495788701,27.3135960452
33042,1483246200,124.493479192,27.3123778026
33042,1483246500,124.491575817,27.3114656761
33042,1483246800,124.489833516,27.310660527
33042,1483247100,124.488109064,27.3098505577
33042,1483247400,124.485897554,27.3088028978
33042,1483247700,124.483037263,27.3074452056
33042,1483248000,124.482947695,27.307433419
33042,1483248300,124.48720299,27.3096110644
33042,1483248600,124.491898175,27.314688326
