28418,1484049600,123.190472114,27.1861880685,270.80822502494306
30076,1484049600,122.302931619,29.9457599425,2.223514169643357
30417,1484049600,122.305174649,29.9458274541,7.148454594075762
30569,1484049600,122.41360047,29.9209859128,130.4975361192196
31299,1484049600,123.250496148,27.1798423604,275.0519090882059
31300,1484049600,124.009423978,26.8399516796,304.0407813008183
33042,1484049600,123.329060868,27.191544331,278.2144096702318
33060,1484049600,123.290044383,27.181794163,280.41796700307333
33287,1484049600,120.642400002,27.7492718444,270.2357202182849
33288,1484049600,120.642405458,27.7491834828,317.8150219952457
33342,1484049600,121.410648555,27.5317996407,0.34339702756494134
33343,1484049600,121.407406605,27.5306493825,358.86616144262086
33443,1484049600,121.224414699,27.3884190885,328.19119326945616
33444,1484049600,121.222559411,27.3887105541,327.2209430105218
33446,1484049600,124.001222728,26.8646814309,295.01400980080194
33471,1484049600,123.302643566,27.2655634487,260.7510826953165
33968,1484049600,121.360634703,27.551972829,353.09114563774847
33969,1484049600,121.359094523,27.5514402846,351.69305414958563
34402,1484049600,121.382913692,27.5364010002,1.8483208204152577
34403,1484049600,121.381162128,27.5351611058,356.0303384197253
36099,1484049600,121.149301933,27.6034374583,354.31749740810375
36195,1484049600,121.40070716,27.2848021621,274.86192306352285
36800,1484049600,121.388580531,27.5277955355,345.46848960785576
36859,1484049600,121.385891427,27.5286916754,345.3543425789515
36860,1484049600,121.439244367,27.5524527679,352.5874995196869
36870,1484049600,121.434742833,27.5523248806,351.75192851809896
36871,1484049600,120.64100905,27.7507313011,334.9144081064095
36887,1484049600,120.640910522,27.7507025502,190.87623851213255
36888,1484049600,121.225552032,27.3850633563,317.67779343125954
36941,1484049600,124.151573081,26.6494843073,278.8167560767889
36944,1484049600,121.223990095,27.3863337827,323.3085532415907
37000,1484049600,120.6425,27.7489090638,90.0
37001,1484049600,121.788864203,26.8639170281,264.9383730660686
37002,1484049600,121.78498715,26.8658331497,276.7271588507056
37003,1484049600,120.644378329,27.7476135602,123.56820898333048
37004,1484049600,120.641100157,27.75012993,314.9113719179143
37033,1484049600,120.644313209,27.7474908871,223.5565012565064
37034,1484049600,120.642702841,27.7488124851,273.8863744392205
37241,1484049600,121.203000665,27.5903466821,355.89651225475626
37242,1484049600,121.191095452,27.5903189457,357.6362127496829
37341,1484049600,121.711976046,27.1492371708,118.22082376283555
37626,1484049600,120.642351175,27.7491336688,164.23297081882382
37627,1484049600,120.642166387,27.7491662842,188.6286174733829
37667,1484049600,121.787953909,26.9027183901,257.7538989244891
38996,1484049600,120.648705479,27.7449484127,98.89767638165102
38997,1484049600,120.641007417,27.7507566587,38.02857768111358
40179,1484049600,123.228849737,27.2749189448,275.81328582891746
40180,1484049600,124.195088337,26.6414951822,283.0649013228889
42838,1484049600,120.642589298,27.7489522813,164.04733285622243
42856,1484049600,120.642689315,27.7490204764,342.1396587675015
42956,1484049600,120.6605,27.7366206651,269.9954407585195
45994,1484049600,123.944394336,26.8331711993,269.5750394193551
45995,1484049600,124.342500791,26.8435776678,270.93093271492853
51827,1484049600,121.397987434,27.2495053197,281.97877199747364
51828,1484049600,121.391417769,27.2518250389,249.97193640161052
52208,1484049600,120.641210886,27.7503024391,8.274417620725682
52882,1484049600,121.735727408,26.7531203961,273.77513047345167
52883,1484049600,121.730597819,26.7539744983,277.90156304258596
54254,1484049600,124.144990401,26.6310087942,271.34889475511903
54472,1484049600,120.642388337,27.7489104889,303.43681996689077
